title,body,url,labels
Open vscode.dev with extension throws fatal error,"<!-- ⚠️⚠️ Do Not Delete This! bug_report_template ⚠️⚠️ -->
<!-- Please read our Rules of Conduct: https://opensource.microsoft.com/codeofconduct/ -->
<!-- 🕮 Read our guide about submitting issues: https://github.com/microsoft/vscode/wiki/Submitting-Bugs-and-Suggestions -->
<!-- 🔎 Search existing issues to avoid creating duplicates. -->
<!-- 🧪 Test using the latest Insiders build to see if your issue has already been fixed: https://code.visualstudio.com/insiders/ -->
<!-- 💡 Instead of creating your report here, use 'Report Issue' from the 'Help' menu in VS Code to pre-fill useful information. -->
<!-- 🔧 Launch with `code --disable-extensions` to check. -->
Does this issue occur when all extensions are disabled?: No

<!-- 🪓 If you answered No above, use 'Help: Start Extension Bisect' from Command Palette to try to identify the cause. -->
<!-- 📣 Issues caused by an extension need to be reported directly to the extension publisher. The 'Help > Report Issue' dialog can assist with this. -->
- VS Code Version: 1.101.0
- OS Version: Win11 24H2

Steps to Reproduce:

1. Open [https://vscode.dev/+ms-toolsai.vscode-ai-remote/](https://vscode.dev/+ms-toolsai.vscode-ai-remote/)
2. Error throws

![Image](https://github.com/user-attachments/assets/117fe045-b27c-467b-a3c4-a93bdfb0903f)
",https://github.com/microsoft/vscode/issues/251362,"bug, remote, *out-of-scope, confirmed, regression, new release"
VS Code Insiders taskbar Icon shows the electron logo instead of VS Code Insider's logo,"VS Code Insiders taskbar Icon shows the electron logo instead of VS Code Insider's logo

![Image](https://github.com/user-attachments/assets/60a3fbb0-ebd6-4287-9ba0-7988ce47141e)


Version: 1.102.0-insider (user setup)
Commit: 7e4e0f4e55d0d0a2a931aa4e0b7acc518e5da0dd
Date: 2025-06-13T05:04:03.051Z
Electron: 35.5.1
ElectronBuildId: 11727614
Chromium: 134.0.6998.205
Node.js: 22.15.1
V8: 13.4.114.21-electron.0
OS: Windows_NT x64 10.0.22631",https://github.com/microsoft/vscode/issues/251361,"*duplicate, triage-needed"
Improve sign-in landing page to make it clear we open VS Code,"Inspiration:

<img width=""607"" alt=""Image"" src=""https://github.com/user-attachments/assets/1f566733-dc5d-49d4-a373-537f779aaa47"" />

We do:

![Image](https://github.com/user-attachments/assets/f278c834-a005-47de-b93a-c4b6273c02f3)",https://github.com/microsoft/vscode/issues/251359,"feature-request, authentication-github"
Insiders Icon changed to Electron.js icon (v.1.102.0-insider),"<!-- ⚠️⚠️ Do Not Delete This! bug_report_template ⚠️⚠️ -->
<!-- Please read our Rules of Conduct: https://opensource.microsoft.com/codeofconduct/ -->
<!-- 🕮 Read our guide about submitting issues: https://github.com/microsoft/vscode/wiki/Submitting-Bugs-and-Suggestions -->
<!-- 🔎 Search existing issues to avoid creating duplicates. -->
<!-- 🧪 Test using the latest Insiders build to see if your issue has already been fixed: https://code.visualstudio.com/insiders/ -->
<!-- 💡 Instead of creating your report here, use 'Report Issue' from the 'Help' menu in VS Code to pre-fill useful information. -->
<!-- 🔧 Launch with `code --disable-extensions` to check. -->
Does this issue occur when all extensions are disabled?: Yes

<!-- 🪓 If you answered No above, use 'Help: Start Extension Bisect' from Command Palette to try to identify the cause. -->
<!-- 📣 Issues caused by an extension need to be reported directly to the extension publisher. The 'Help > Report Issue' dialog can assist with this. -->
- VS Code Version: 1.102.0-insider
- OS Version: Windows 10 22H2

Steps to Reproduce:

1. Update to the version 1.102.0-insider
2. Verify that the icon in the taskbar changes, it doesn't change inside the application itself
",https://github.com/microsoft/vscode/issues/251357,"bug, verified, install-update, confirmed, regression, insiders-released"
`Electron` logo instead of `VS insiders` in taskbar,![Image](https://github.com/user-attachments/assets/229c1c64-c50e-46fe-9fd6-ab7185420488),https://github.com/microsoft/vscode/issues/251356,*duplicate
db,"
Type: <b>Feature Request</b>

diiagra desing not like this 

VS Code version: Code 1.100.3 (Universal) (258e40fedc6cb8edf399a463ce3a9d32e7e1f6f3, 2025-06-02T13:30:54.273Z)
OS version: Darwin x64 21.6.0
Modes:


<!-- generated by issue reporter -->",https://github.com/microsoft/vscode/issues/251354,triage-needed
Reactivating Terminal,"
Type: <b>Bug</b>

Reactivating Terminal continously showing 

VS Code version: Code 1.101.0 (dfaf44141ea9deb3b4096f7cd6d24e00c147a4b1, 2025-06-11T15:00:50.123Z)
OS version: Windows_NT x64 10.0.22631
Modes:

<details>
<summary>System Info</summary>

|Item|Value|
|---|---|
|CPUs|Intel(R) Core(TM) Ultra 5 125H (18 x 2995)|
|GPU Status|2d_canvas: enabled<br>canvas_oop_rasterization: enabled_on<br>direct_rendering_display_compositor: disabled_off_ok<br>gpu_compositing: enabled<br>multiple_raster_threads: enabled_on<br>opengl: enabled_on<br>rasterization: enabled<br>raw_draw: disabled_off_ok<br>skia_graphite: disabled_off<br>video_decode: enabled<br>video_encode: enabled<br>vulkan: disabled_off<br>webgl: enabled<br>webgl2: enabled<br>webgpu: enabled<br>webnn: disabled_off|
|Load (avg)|undefined|
|Memory (System)|15.43GB (3.74GB free)|
|Process Argv|--crash-reporter-id 8e6b9727-0d75-4d2e-a7b2-2ef353e0033d|
|Screen Reader|no|
|VM|0%|
</details><details><summary>Extensions (8)</summary>

Extension|Author (truncated)|Version
---|---|---
blackbox|Bla|2.8.43
blackboxagent|Bla|3.2.95
vscode-containers|ms-|2.0.3
vscode-docker|ms-|2.0.0
debugpy|ms-|2025.8.0
python|ms-|2025.6.1
vscode-pylance|ms-|2025.6.1
c-cpp-flag-debugging|uts|0.0.1


</details><details>
<summary>A/B Experiments</summary>

```
vsliv368:30146709
vspor879:30202332
vspor708:30202333
vspor363:30204092
vscod805cf:30301675
binariesv615:30325510
c4g48928:30535728
azure-dev_surveyone:30548225
2i9eh265:30646982
962ge761:30959799
h48ei257:31000450
pythontbext0:30879054
cppperfnew:31000557
dwnewjupyter:31046869
pythonrstrctxt:31112756
nativeloc1:31192215
5fd0e150:31155592
dwcopilot:31170013
6074i472:31201624
dwoutputs:31242946
customenabled:31248079
9064b325:31222308
copilot_t_ci:31222730
e5gg6876:31282496
pythoneinst12:31285622
bgtreat:31268568
4gafe986:31271826
c7cif404:31314491
pythonpulldiagcf:31325931
996jf627:31283433
pythonrdcb7cf:31303019
usemplatestapi:31297334
0aa6g176:31307128
7bj51361:31289155
747dc170:31275177
6518g693:31325878
pylancecolor:31314202
aj953862:31281341
generatesymbolt:31295002
convertfstringf:31295003
gendocf:31295004
d784b465:31327030
4f60g487:31327383

```

</details>

<!-- generated by issue reporter -->",https://github.com/microsoft/vscode/issues/251346,"*duplicate, new release"
terminal box is empty,"
Type: <b>Bug</b>

terminal box is empty when trying to move it from one group window to another. or when trying to combine 2 terminal box in a window. 

VS Code version: Code 1.101.0 (dfaf44141ea9deb3b4096f7cd6d24e00c147a4b1, 2025-06-11T15:00:50.123Z)
OS version: Windows_NT x64 10.0.26100
Modes:

<details>
<summary>System Info</summary>

|Item|Value|
|---|---|
|CPUs|12th Gen Intel(R) Core(TM) i9-12900H (20 x 2918)|
|GPU Status|2d_canvas: enabled<br>canvas_oop_rasterization: enabled_on<br>direct_rendering_display_compositor: disabled_off_ok<br>gpu_compositing: enabled<br>multiple_raster_threads: enabled_on<br>opengl: enabled_on<br>rasterization: enabled<br>raw_draw: disabled_off_ok<br>skia_graphite: disabled_off<br>video_decode: enabled<br>video_encode: enabled<br>vulkan: disabled_off<br>webgl: enabled<br>webgl2: enabled<br>webgpu: enabled<br>webnn: disabled_off|
|Load (avg)|undefined|
|Memory (System)|31.73GB (12.81GB free)|
|Process Argv|--crash-reporter-id 3902ec75-1bf2-4eb1-9c5d-0da1518147c1|
|Screen Reader|no|
|VM|67%|
</details><details><summary>Extensions (40)</summary>

Extension|Author (truncated)|Version
---|---|---
project-manager|ale|12.8.0
vscode-django|bat|1.15.0
gitignore|cod|0.10.0
c-cpp-compile-run|dan|1.0.60
git-extension-pack|don|0.1.3
githistory|don|0.6.20
python-environment-manager|don|1.2.7
python-extension-pack|don|1.7.0
gitlens|eam|17.1.1
c-cpp-runner|fra|9.4.10
vscode-pull-request-github|Git|0.110.0
CppSnippets|har|0.0.15
better-cpp-syntax|jef|1.27.1
nbpreviewer|jit|1.2.2
vsc-python-indent|Kev|1.21.0
readme-preview|man|0.0.3
rainbow-csv|mec|3.19.0
prettify-json|moh|0.0.3
debugpy|ms-|2025.8.0
python|ms-|2025.6.1
vscode-pylance|ms-|2025.6.1
jupyter|ms-|2025.5.0
jupyter-keymap|ms-|1.1.2
jupyter-renderers|ms-|1.1.0
tensorboard|ms-|2023.10.1002992421
vscode-jupyter-cell-tags|ms-|0.1.9
vscode-jupyter-slideshow|ms-|0.1.6
remote-ssh|ms-|0.120.0
remote-ssh-edit|ms-|0.87.0
cmake-tools|ms-|1.20.53
cpptools|ms-|1.25.3
cpptools-extension-pack|ms-|1.3.1
remote-explorer|ms-|0.5.0
autodocstring|njp|0.6.1
cmake|twx|0.0.17
vscode-lldb|vad|1.11.5
intellicode-api-usage-examples|Vis|0.2.9
vscodeintellicode|Vis|1.3.2
jinja|who|0.0.8
vscode-open-in-github|ziy|1.3.6

(1 theme extensions excluded)

</details><details>
<summary>A/B Experiments</summary>

```
vsliv368cf:30146710
vspor879:30202332
vspor708:30202333
vspor363:30204092
vscod805:30301674
binariesv615:30325510
vscaat:30438848
c4g48928:30535728
azure-dev_surveyone:30548225
962ge761:30959799
h48ei257:31000450
pythontbext0:30879054
cppperfnew:31000557
dwnewjupytercf:31046870
pythonrstrctxt:31112756
nativeloc1:31192215
5fd0e150:31155592
dwcopilot:31170013
6074i472:31201624
dwoutputs:31242946
customenabled:31248079
hdaa2157:31222309
copilot_t_ci:31222730
e5gg6876:31282496
pythoneinst12:31285622
bgtreat:31268568
4gafe986:31271826
c7cif404:31314491
pythonpulldiagcf:31325931
996jf627:31283433
pythonrdcb7:31303018
usemplatestapi:31297334
0aa6g176:31307128
7bj51361:31289155
jjjhb125:31275178
pylancecolor:31314202
aj953862:31281341
generatesymbolt:31295002
convertfstringf:31295003
gendocf:31295004
pylancequickfixf:31319675
91889449:31327027
nesew2to4:31323297

```

</details>

<!-- generated by issue reporter -->",https://github.com/microsoft/vscode/issues/251341,new release
Double Character Input When Using Microsoft Pinyin in VSCode Editor After v1.101.0 Update,,https://github.com/microsoft/vscode/issues/251339,"triage-needed, new release"
I can't see my explorer icon,"
Type: <b>Performance Issue</b>

Open a folder

VS Code version: Code 1.101.0 (Universal) (dfaf44141ea9deb3b4096f7cd6d24e00c147a4b1, 2025-06-11T15:00:50.123Z)
OS version: Darwin arm64 24.5.0
Modes:

<details>
<summary>System Info</summary>

|Item|Value|
|---|---|
|CPUs|Apple M2 (8 x 2400)|
|GPU Status|2d_canvas: enabled<br>canvas_oop_rasterization: enabled_on<br>direct_rendering_display_compositor: disabled_off_ok<br>gpu_compositing: enabled<br>multiple_raster_threads: enabled_on<br>opengl: enabled_on<br>rasterization: enabled<br>raw_draw: disabled_off_ok<br>skia_graphite: enabled_on<br>video_decode: enabled<br>video_encode: enabled<br>webgl: enabled<br>webgl2: enabled<br>webgpu: enabled<br>webnn: disabled_off|
|Load (avg)|2, 10, 13|
|Memory (System)|8.00GB (0.08GB free)|
|Process Argv|--crash-reporter-id 315c0878-616f-4266-b1c6-6769be672667|
|Screen Reader|no|
|VM|0%|
</details><details>
<summary>Process Info</summary>

```
CPU %	Mem MB	   PID	Process
    7	13370061394	   888	code
    0	4925812092	  1007	   gpu-process
    0	2814749767	  1008	   utility-network-service
    0	22517998137	  1024	window [1] (Settings — BrainMe)
    0	7036874418	  1071	shared-process
    0	     0	  6374	     /bin/ps -ax -o pid=,ppid=,pcpu=,pmem=,command=
    0	2814749767	  1096	pty-host
    0	     0	  5419	     /bin/zsh -il
    0	4925812092	  5408	file-watcher [1]
    0	27443810229	  5409	extension-host [1]
    0	2814749767	  5553	     electron-nodejs (config.js )
    0	     0	  5682	       /usr/bin/script -t 0 /dev/null /usr/bin/arch -arm64e xcrun xcdevice observe --usb
    0	2814749767	  5683	         /Applications/Xcode.app/Contents/Developer/usr/bin/xcdevice observe --usb
    0	     0	  5684	       /usr/bin/script -t 0 /dev/null /usr/bin/arch -arm64e xcrun xcdevice observe --wifi
    0	2814749767	  5685	         /Applications/Xcode.app/Contents/Developer/usr/bin/xcdevice observe --wifi
    0	1407374884	  5554	     /Users/yohelvisrodrigoreveronfonseca/Developer/flutter/bin/cache/dart-sdk/bin/dart tooling-daemon --machine
    0	2814749767	  5555	     /Users/yohelvisrodrigoreveronfonseca/Developer/flutter/bin/cache/dart-sdk/bin/dart language-server --protocol=lsp --client-id=VS-Code --client-version=3.112.0
    0	2111062325	  5589	     /Users/yohelvisrodrigoreveronfonseca/Developer/flutter/bin/cache/dart-sdk/bin/dart devtools --machine --allow-embedding --dtd-uri ws://127.0.0.1:50756/5IcdtJjdIaY=
    0	4222124651	  5698	     /Applications/Visual Studio Code.app/Contents/Frameworks/Code Helper (Plugin).app/Contents/MacOS/Code Helper (Plugin) /Applications/Visual Studio Code.app/Contents/Resources/app/extensions/json-language-features/server/dist/node/jsonServerMain --node-ipc --clientProcessId=5409
```

</details>
<details>
<summary>Workspace Info</summary>

```
|  Window (Settings — BrainMe)
|    Folder (BrainMe): 19080 files
|      File types: h(7951) cc(1009) c(714) swift(678) m(567) plist(564)
|                  grpc_back(510) strings(305) dart(232) xcprivacy(229)
|      Conf files: cmake(2) launch.json(1)
|      Launch Configs: dart(3);
```

</details>
<details><summary>Extensions (36)</summary>

Extension|Author (truncated)|Version
---|---|---
terraform|4op|0.2.5
vscode-flutter-helper|aks|0.2.5
flutter-snippets|ale|3.0.0
vscode-django|bat|1.15.0
ccs-flutter-color|cir|2.0.0
dart-code|Dar|3.112.0
flutter|Dar|3.112.0
python-environment-manager|don|1.2.7
python-extension-pack|don|1.7.0
gitlens|eam|17.1.1
copilot|Git|1.333.0
copilot-chat|Git|0.28.0
vscode-flutter-files|gor|4.9.1
todo-tree|Gru|0.0.226
terraform|has|2.34.4
fontawesome-autocomplete|Jan|1.3.2
vsc-python-indent|Kev|1.21.0
lldb-dap|llv|0.2.15
flutter-intl|loc|1.19.3
vscode-containers|ms-|2.0.3
vscode-docker|ms-|2.0.0
vscode-kubernetes-tools|ms-|1.3.24
debugpy|ms-|2025.8.0
python|ms-|2025.6.1
vscode-pylance|ms-|2025.6.1
remote-containers|ms-|0.417.0
awesome-flutter-snippets|Nas|4.0.1
autodocstring|njp|0.6.1
chatgpt|ope|0.1.1741291060
dart-syntax-highlighting-only|osc|1.0.1
material-icon-theme|PKi|5.23.0
vscode-yaml|red|1.18.0
swift-vscode|swi|2.4.0
intellicode-api-usage-examples|Vis|0.2.9
vscodeintellicode|Vis|1.3.2
jinja|who|0.0.8

(3 theme extensions excluded)

</details><details>
<summary>A/B Experiments</summary>

```
vsliv368:30146709
vspor879:30202332
vspor708:30202333
vspor363:30204092
vscod805:30301674
binariesv615:30325510
vscaac:30438847
c4g48928:30535728
azure-dev_surveyone:30548225
2i9eh265:30646982
962ge761:30959799
2e7ec940:31000449
pythontbext0:30879054
cppperfnew:31000557
dwnewjupyter:31046869
pythonrstrctxt:31112756
nativeloc1:31192215
5fd0e150:31155592
dwcopilot:31170013
6074i472:31201624
dwoutputs:31242946
customenabled:31248079
hdaa2157:31222309
copilot_t_ci:31222730
e5gg6876:31282496
pythoneinst12:31285622
bgtreat:31268568
4gafe986:31271826
c7cif404:31314491
5b33h341:31326279
pythonpulldiag:31325930
996jf627:31283433
pythonrdcb7cf:31303019
usemplatestapi:31297334
0aa6g176:31307128
7bj51361:31289155
747dc170:31275177
pylancecolor:31314202
aj953862:31281341
generatesymbolt:31295002
convertfstringf:31295003
gendocf:31295004
0g0a1943:31327026

```

</details>

<!-- generated by issue reporter -->",https://github.com/microsoft/vscode/issues/251338,new release
Theme search should be fuzzy,"<!-- ⚠️⚠️ Do Not Delete This! feature_request_template ⚠️⚠️ -->
<!-- Please read our Rules of Conduct: https://opensource.microsoft.com/codeofconduct/ -->
<!-- Please search existing issues to avoid creating duplicates. -->

<!-- Describe the feature you'd like. -->

As an example, [Nüshu](https://marketplace.visualstudio.com/items?itemName=wheredoesyourmindgo.nushu-vscode-theme) theme is not listed in the filtered list if you type in `nu`. The default high contrast theme (`Contraste élévé sombre`) is also not listed if you type `eleve`.

Reproduction:

1. Install Nüshu or any theme with diacritic marks.
2. Type <kbd>⌘</kbd><kbd>⇧</kbd><kbd>P</kbd> to open the command palette.
3. Pick `Preferences: Color Theme`.
4. Type `nu` or the theme name without the accent.
5. Expect the theme to show in the search result, but it doesn’t.",https://github.com/microsoft/vscode/issues/251336,*duplicate
Unable to resolve your shell environment: Unterminated string in JSON at position 1932 (line 1 column 1933),"
Type: <b>Bug</b>

After recently updating `code`, I get the the following error in a pop-up on startup.

```
Unable to resolve your shell environment: Unterminated string in JSON at position 1932 (line 1 column 1933)
```

VS Code version: Code 1.101.0 (dfaf44141ea9deb3b4096f7cd6d24e00c147a4b1, 2025-06-11T15:00:50.123Z)
OS version: Linux x64 6.8.0-60-generic snap
Modes:

<details>
<summary>System Info</summary>

|Item|Value|
|---|---|
|CPUs|Intel(R) Core(TM) i7-7700K CPU @ 4.20GHz (8 x 4500)|
|GPU Status|2d_canvas: enabled<br>canvas_oop_rasterization: enabled_on<br>direct_rendering_display_compositor: disabled_off_ok<br>gpu_compositing: enabled<br>multiple_raster_threads: enabled_on<br>opengl: enabled_on<br>rasterization: enabled<br>raw_draw: disabled_off_ok<br>skia_graphite: disabled_off<br>video_decode: enabled<br>video_encode: disabled_software<br>vulkan: disabled_off<br>webgl: enabled<br>webgl2: enabled<br>webgpu: disabled_off<br>webnn: disabled_off|
|Load (avg)|4, 2, 1|
|Memory (System)|31.28GB (19.85GB free)|
|Process Argv|--no-sandbox --force-user-env --crash-reporter-id f45b226f-5be0-44a1-b27d-83992004c909|
|Screen Reader|no|
|VM|0%|
|DESKTOP_SESSION|ubuntu|
|XDG_CURRENT_DESKTOP|Unity|
|XDG_SESSION_DESKTOP|ubuntu|
|XDG_SESSION_TYPE|x11|
</details><details><summary>Extensions (46)</summary>

Extension|Author (truncated)|Version
---|---|---
biome|bio|3.0.3
vscode-tailwindcss|bra|0.14.21
ruff|cha|2025.22.0
vscode-eslint|dba|3.0.10
vscode-axe-linter|deq|4.10.8
docker|doc|0.10.0
gitlens|eam|17.1.1
prettier-vscode|esb|11.0.0
shell-format|fox|7.2.5
copilot|Git|1.333.0
copilot-chat|Git|0.28.0
vscode-github-actions|git|0.27.2
go|gol|0.46.1
symbols|mig|0.0.24
vscode-containers|ms-|2.0.3
playwright|ms-|1.1.15
debugpy|ms-|2025.8.0
isort|ms-|2025.0.0
pylint|ms-|2025.2.0
python|ms-|2025.6.1
vscode-pylance|ms-|2025.6.1
remote-containers|ms-|0.417.0
remote-wsl|ms-|0.99.0
cpptools|ms-|1.25.3
makefile-tools|ms-|0.12.17
vscode-speech|ms-|0.14.0
prisma|Pri|6.9.1
java|red|1.42.0
rust-analyzer|rus|0.3.2490
vs-code-prettier-eslint|rve|6.0.0
code-spell-checker|str|4.0.47
vscode-stylelint|sty|1.5.3
even-better-toml|tam|0.21.2
shellcheck|tim|0.37.7
pdf|tom|1.2.2
errorlens|use|3.26.0
vscode-lldb|vad|1.11.5
intellicode-api-usage-examples|Vis|0.2.9
vscodeintellicode|Vis|1.3.2
vscode-gradle|vsc|3.16.4
vscode-java-debug|vsc|0.58.2
vscode-java-dependency|vsc|0.24.1
vscode-java-test|vsc|0.43.1
vscode-maven|vsc|0.44.0
vscode-webhint|web|2.1.14
pretty-ts-errors|Yoa|0.6.1


</details><details>
<summary>A/B Experiments</summary>

```
vsliv368:30146709
vspor879:30202332
vspor708:30202333
vspor363:30204092
vscod805:30301674
binariesv615:30325510
14424-chatv4:31327169
c4g48928:30535728
azure-dev_surveyonecf:30548226
a9j8j154:30646983
962ge761:30959799
h48ei257:31000450
pythontbext0:30879054
cppperfnew:31000557
dwnewjupytercf:31046870
pythonrstrctxt:31112756
nativeloc2:31192216
5fd0e150:31155592
dwcopilot:31170013
6074i472:31201624
dwoutputs:31242946
customenabled:31248079
9064b325:31222308
copilot_t_ci:31222730
e5gg6876:31282496
pythoneinst12:31285622
bgtreat:31268568
4gafe986:31271826
c7cif404:31314491
e77a2192:31326280
pythonpulldiag:31325930
996jf627:31283433
pythonrdcb7cf:31303019
usemplatestapi:31297334
0aa6g176:31307128
7bj51361:31289155
747dc170:31275177
6518g693:31325878
pylancecolor:31314202
aj953862:31281341
generatesymbolt:31295002
convertfstringf:31295003
gendocf:31295004
d784b465:31327030
nesew1to5:31323296

```

</details>

<!-- generated by issue reporter -->",https://github.com/microsoft/vscode/issues/251328,"bug, insiders-released"
k,"
Type: <b>Feature Request</b>


<!-- IMPORTANT: Please fill in all XXX markers below. -->
<!-- IMPORTANT: Please attach a sample dataset to help with our investigation. -->

# Behaviour

## Expected vs. Actual

XXX

## Steps to reproduce:

1. XXX

<!--
**After** creating the issue on GitHub, you can add screenshots and GIFs of what is happening. Consider tools like https://www.cockos.com/licecap/, https://github.com/phw/peek or https://www.screentogif.com/ for GIF creation.
-->

# Diagnostic data

-   Jupyter extension version: 2025.4.1
-   Python extension version: 2025.7.2025060501
-   .NET Install Tool for Extension Authors extension version: 2.3.5
-   Python runtime version: Unknown
-   Python package dependencies:

```json
N/A
```

-   Entrypoint: Command
-   Active mode: dataWrangler


VS Code version: Code - Insiders 1.101.0-insider (9bb394b245ee20e869120eefdc6929c580029adf, 2025-05-27T06:34:19.809Z)
OS version: Windows_NT x64 10.0.19045
Modes:


<!-- generated by issue reporter -->",https://github.com/microsoft/vscode/issues/251323,triage-needed
k,"
Type: <b>Feature Request</b>


<!-- IMPORTANT: Please fill in all XXX markers below. -->
<!-- IMPORTANT: Please attach a sample dataset to help with our investigation. -->

# Behaviour

## Expected vs. Actual

XXX

## Steps to reproduce:

1. XXX

<!--
**After** creating the issue on GitHub, you can add screenshots and GIFs of what is happening. Consider tools like https://www.cockos.com/licecap/, https://github.com/phw/peek or https://www.screentogif.com/ for GIF creation.
-->

# Diagnostic data

-   Jupyter extension version: 2025.4.1
-   Python extension version: 2025.7.2025060501
-   .NET Install Tool for Extension Authors extension version: 2.3.5
-   Python runtime version: Unknown
-   Python package dependencies:

```json
N/A
```

-   Entrypoint: Command
-   Active mode: dataWrangler


VS Code version: Code - Insiders 1.101.0-insider (9bb394b245ee20e869120eefdc6929c580029adf, 2025-05-27T06:34:19.809Z)
OS version: Windows_NT x64 10.0.19045
Modes:


<!-- generated by issue reporter -->",https://github.com/microsoft/vscode/issues/251322,"triage-needed, spam"
Changing `workbench.settings.showAISearchToggle` should not require a restart,Why can we not update this without a restart?,https://github.com/microsoft/vscode/issues/251312,"bug, settings-editor, insiders-released, papercut :drop_of_blood:"
chat: fix not notifying window on confirmation,"Applies updated naming

Fixes https://github.com/microsoft/vscode/issues/251290

<!-- Thank you for submitting a Pull Request. Please:
* Read our Pull Request guidelines:
  https://github.com/microsoft/vscode/wiki/How-to-Contribute#pull-requests
* Associate an issue with the Pull Request.
* Ensure that the code is up-to-date with the `main` branch.
* Include a description of the proposed changes and how to test them.
-->
",https://github.com/microsoft/vscode/pull/251293,candidate
Window no longer bounces when agent needs input,"Regression from renaming the setting in https://github.com/microsoft/vscode/commit/c2af8835004b53ddaf6efcd23f2cbcaee29156ed but not updating its use:

https://github.com/microsoft/vscode/blob/fc7a6b3dedfa58346299317eed9bc5e4688b32da/src/vs/workbench/contrib/chat/browser/chatContentParts/chatConfirmationWidget.ts#L179",https://github.com/microsoft/vscode/issues/251290,"bug, important, candidate, regression"
C/C++ function tooltips display in/out parameters twice,"<!-- ⚠️⚠️ Do Not Delete This! bug_report_template ⚠️⚠️ -->
<!-- Please read our Rules of Conduct: https://opensource.microsoft.com/codeofconduct/ -->
<!-- 🕮 Read our guide about submitting issues: https://github.com/microsoft/vscode/wiki/Submitting-Bugs-and-Suggestions -->
<!-- 🔎 Search existing issues to avoid creating duplicates. -->
<!-- 🧪 Test using the latest Insiders build to see if your issue has already been fixed: https://code.visualstudio.com/insiders/ -->
<!-- 💡 Instead of creating your report here, use 'Report Issue' from the 'Help' menu in VS Code to pre-fill useful information. -->
<!-- 🔧 Launch with `code --disable-extensions` to check. -->
Does this issue occur when all extensions are disabled?: Yes

<!-- 🪓 If you answered No above, use 'Help: Start Extension Bisect' from Command Palette to try to identify the cause. -->
<!-- 📣 Issues caused by an extension need to be reported directly to the extension publisher. The 'Help > Report Issue' dialog can assist with this. -->
- VS Code Version:
Version: 1.100.3 (user setup)
Commit: 258e40fedc6cb8edf399a463ce3a9d32e7e1f6f3
Date: 2025-06-02T13:30:54.273Z
Electron: 34.5.1
ElectronBuildId: 11369351
Chromium: 132.0.6834.210
Node.js: 20.19.0
V8: 13.2.152.41-electron.0
OS: Windows_NT x64 10.0.26100
- OS Version: Windows 11 24H2

When using Doxygen style comments to describe a function which has in/out parameters and using the format supported by Doxygen, i.e. ""[in,out]"" (https://www.doxygen.nl/manual/commands.html#cmdparam), VS Code hover tooltip shows in/out parameters twice:

![Image](https://github.com/user-attachments/assets/990d29a3-6915-46d5-95b3-43b480055bb6)

![Image](https://github.com/user-attachments/assets/ef470b73-8ba3-463f-ac0d-51bf819600e7)

Whereas when we use non-standard ""[inout]"" format, VS Code correctly displays each parameter once and recognizes this format: syntax coloring puts ""inout"" in blue whereas it does not recognize any other random direction such as ""wrongdir"":

![Image](https://github.com/user-attachments/assets/eecb0639-d4a9-4642-a852-6b67d1e9fc00)

![Image](https://github.com/user-attachments/assets/005b666b-a479-4a03-a4b5-1ea22f8e60d1)

Is there a reason for displaying the parameter twice? If not, please fix VS Code to display it once. This is better than using non-standard [inout] format which will most likely not be accepted by other tools.

Thanks.",https://github.com/microsoft/vscode/issues/251280,*caused-by-extension
Have an always allow for commands,"<img width=""604"" alt=""Image"" src=""https://github.com/user-attachments/assets/18e583ed-7f3e-4ca6-aa7c-1b0eaf12cef0"" />

I would like to ask for a way to ""Always allow in this session"" option for terminal commands. I understand this is risky, esp. for `npm`, but maybe it could work by literally only allowing that exact command invocation.

Rationale: in a longer session I am repeatedly being asked for the same invocation over and over.

//cc @ulugbekna ",https://github.com/microsoft/vscode/issues/251278,*duplicate
"Use `[markdown]` default overrides for instructions, prompts and chat modes","As they are just like markdown, it should get those same `[markdown]` language override default settings.",https://github.com/microsoft/vscode/issues/251275,"bug, insiders-released"
API to track opened / closed panels,"<!-- ⚠️⚠️ Do Not Delete This! feature_request_template ⚠️⚠️ -->
<!-- Please read our Rules of Conduct: https://opensource.microsoft.com/codeofconduct/ -->
<!-- Please search existing issues to avoid creating duplicates. -->

<!-- Describe the feature you'd like. -->
# Description
I would like the ability to track if the primary sidebar, secondary sidebar and panel are visible. This is currently only possible through ""when"" clauses but not through the extension API.

# Use Case
I need this to track context for an AI extension which uses the visible state of the IDE as context, for this I need to know the state of the display, and in turn need to know if the panels are open or not.

This has already been raised in #186581, but was not taken up. I would like to re-raise this feature request.",https://github.com/microsoft/vscode/issues/251274,*duplicate
update `sync` and `sync-ignored` icons,"<!-- Thank you for submitting a Pull Request. Please:
* Read our Pull Request guidelines:
  https://github.com/microsoft/vscode/wiki/How-to-Contribute#pull-requests
* Associate an issue with the Pull Request.
* Ensure that the code is up-to-date with the `main` branch.
* Include a description of the proposed changes and how to test them.
-->

Updates to `sync` & `sync-ignored` icons to remove ""wobble"" while spinning.",https://github.com/microsoft/vscode/pull/251272,icons-product
